location,count,link
"united states--washington (state)--puget sound--budd inlet",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--puget%20sound--budd%20inlet"
"united states--washington (state)--whitman county--rock city",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--rock%20city"
"pacific ocean",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#pacific%20ocean"
"united states--washington (state)--clallam county--clallam bay",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--clallam%20county--clallam%20bay"
"united states--washington (state)--king county--seattle--alaska yukon pacific exposition",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--king%20county--seattle--alaska%20yukon%20pacific%20exposition"
"united states--washington",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington"
"united states--washington (state)--clallam county--port angeles",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--clallam%20county--port%20angeles"
"united states--washington (terr.)--pacific county--shoalwater bay indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--pacific%20county--shoalwater%20bay%20indian%20reservation"
"united states--washington (terr.)--king county--muckleshoot reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--king%20county--muckleshoot%20reservation"
"united states--washington (state)--clallam county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--clallam%20county"
"united states--washington (state)--jefferson county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--jefferson%20county"
"washington (state)--whitman county--alkali flat creek",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#washington%20(state)--whitman%20county--alkali%20flat%20creek"
"united states--washington (terr.)--pierce county--puyallup indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--pierce%20county--puyallup%20indian%20reservation"
"united states--idaho--benewah county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--idaho--benewah%20county"
"washington (state)--whitman county--texas ferry",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#washington%20(state)--whitman%20county--texas%20ferry"
"united states--washington (state)--lake washington",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--lake%20washington"
"united states--washington (state)--whitman county--hangman creek",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--hangman%20creek"
"united states--washington (state)--jefferson county--port ludlow",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--jefferson%20county--port%20ludlow"
"united states--washington (terr.)--thurston county--chehalis reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--thurston%20county--chehalis%20reservation"
"united states--washington (state)--clark county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--clark%20county"
"united states--washington (terr.)--grays harbor county--chehalis reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--grays%20harbor%20county--chehalis%20reservation"
"united states--washington (terr.)--thurston county--nisqually indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--thurston%20county--nisqually%20indian%20reservation"
"united states--washington (state)--benson county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--benson%20county"
"united states--washington (terr.)--kitsap county--port madison indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--kitsap%20county--port%20madison%20indian%20reservation"
"united states--washington (state)--kitsap county--blakely harbor",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--kitsap%20county--blakely%20harbor"
"united states--washington (terr.)--snohomish county--tulalip indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--snohomish%20county--tulalip%20indian%20reservation"
"united states--washington (terr.)--snohomish county--stanwood",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--snohomish%20county--stanwood"
"united states--oregon--wasco county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--wasco%20county"
"united states--washington (state)--colville valley",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--colville%20valley"
"united states--oregon--gilliam county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--gilliam%20county"
"united states--oregon--sherman county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--sherman%20county"
"united states--washington (terr.)--yakima county--yakima region",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--yakima%20county--yakima%20region"
"united states--colorado",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--colorado"
"united states--arizona",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--arizona"
"united states--washington (state)--chehalis river",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--chehalis%20river"
"united states--washington (state)--grays harbor county--grays harbor",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--grays%20harbor%20county--grays%20harbor"
"united states--washington (state)--kitsap county--eagle harbor",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--kitsap%20county--eagle%20harbor"
"united states--oregon--clackamas county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--clackamas%20county"
"snake river watershed",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#snake%20river%20watershed"
"united states--washington (state)--pend orielle county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--pend%20orielle%20county"
"united states--washington (state)--cowlitz county--longview",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--cowlitz%20county--longview"
"united states--south dakota",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--south%20dakota"
"united states--kansas",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--kansas"
"canada--saskatchewan",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#canada--saskatchewan"
"canada--manitoba",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#canada--manitoba"
"united states--washington (state)--snohomish county--possession sound",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--snohomish%20county--possession%20sound"
"united states--oregon--morrow county--heppner",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--morrow%20county--heppner"
"united states--washington (terr.)--skagit county--mount vernon",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--skagit%20county--mount%20vernon"
"united states--washington (terr.)--whatcom county--whatcom",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whatcom%20county--whatcom"
"united states--oregon--gilliam county--arlington",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--gilliam%20county--arlington"
"united states--washington (terr.)--snohomish county--snohomish",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--snohomish%20county--snohomish"
"united states--washington (terr.)--garfield county--pataha city",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--garfield%20county--pataha%20city"
"united states--washington (state)--jefferson county--port townsend",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--jefferson%20county--port%20townsend"
"united states--washington (terr.)--skagit county--la conner",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--skagit%20county--la%20conner"
"united states--idaho--latah county--moscow",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--idaho--latah%20county--moscow"
"united states--washington (state)--whitman county--hay",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--hay"
"pine city",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#pine%20city"
"united states--alaska",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--alaska"
"united states--washington (state)--whatcom county--bellingham bay",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whatcom%20county--bellingham%20bay"
"united states--washington (terr.)--skagit county--swinomish indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--skagit%20county--swinomish%20indian%20reservation"
"united states--washington (terr.)--whatcom county--lummi reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whatcom%20county--lummi%20reservation"
"united states--washington (state)--kitsap county--port gamble",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--kitsap%20county--port%20gamble"
"united states--washington (state)--pierce county--commencement bay",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--pierce%20county--commencement%20bay"
"united states--washington (state)--benton county--prosser",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--benton%20county--prosser"
"united states--washington (terr.)--mason county--squaxin island indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--mason%20county--squaxin%20island%20indian%20reservation"
"united states--washington (state)--clallam county--makah indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--clallam%20county--makah%20indian%20reservation"
"united states--washington (terr.)--lincoln county--sprague",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--lincoln%20county--sprague"
"united states--washington (terr.)--whitman county--oakesdale",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whitman%20county--oakesdale"
"united states--washington (terr.)--whitman county--uniontown",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whitman%20county--uniontown"
"united states--washington (terr.)--whitman county--colfax",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whitman%20county--colfax"
"united states--washington (state)--kitsap county--bremerton",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--kitsap%20county--bremerton"
"united states--washington (state)--colville national forest",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--colville%20national%20forest"
"united states--washington (state)--whitman county--st. john",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--st.%20john"
"united states--washington (terr.)--mason county--skokomish indian reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--mason%20county--skokomish%20indian%20reservation"
"united states--washington (terr.)--walla walla county--walla walla",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--walla%20walla%20county--walla%20walla"
"united states--oregon--baker county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--baker%20county"
"united states--washington (terr.)--whitman county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whitman%20county"
"united states--washington (terr.)--columbia river basin",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--columbia%20river%20basin"
"united states--oregon--umatilla county--hermiston",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--umatilla%20county--hermiston"
"united states--oregon--deschutes county--redmond",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--deschutes%20county--redmond"
"united states--washington (state)--whatcom county--bellingham",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whatcom%20county--bellingham"
"united states--washington (terr.)--kitsap county--port townsend",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--kitsap%20county--port%20townsend"
"united states--washington (terr.)--whitman county--almota",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whitman%20county--almota"
"united states--oregon--clackamas county--oregon city",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--clackamas%20county--oregon%20city"
"united states--washington (state)--whitman county--steptoe",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--steptoe"
"united states--washington (state)--chehalis county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--chehalis%20county"
"united states--washington (state)--whitman county--la crosse",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--la%20crosse"
"united states--washington (terr.)--island county--admiralty inlet",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--island%20county--admiralty%20inlet"
"united states--idaho--asotin county--clarkston",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--idaho--asotin%20county--clarkston"
"united states--washington (state)--asotin county--grande ronde river",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--asotin%20county--grande%20ronde%20river"
"united states--washington (terr.)--jefferson county--admiralty inlet",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--jefferson%20county--admiralty%20inlet"
"united states--washington (state)--asotin county--concord [clarkston]",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--asotin%20county--concord%20%5Bclarkston%5D"
"united states--washington (terr.)--whitman county--rosalia",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whitman%20county--rosalia"
"united states--washington (state)--whitman county--chambers",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--chambers"
"united states--washington (state)--whitman county--hooper",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--hooper"
"united states--washington (state)--whitman county--palisades",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--palisades"
"united states--washington (state)--whitman county--pullman--washington state university--silver lake",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--pullman--washington%20state%20university--silver%20lake"
"united states--oregon--umatilla county--stanfield",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--umatilla%20county--stanfield"
"united states--washington (state )--pierce county--tacoma",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state%20)--pierce%20county--tacoma"
"united states--oregon--klamath county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon--klamath%20county"
"united states--california--shasta county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--california--shasta%20county"
"united states--washington (terr.)--okanogan county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--okanogan%20county"
"united states--washington (state)--whitman county--pandora",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--pandora"
"united states--washington (state)--whitman county--staley",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--staley"
"washington (state)--puget sound",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#washington%20(state)--puget%20sound"
"united states--washington (state)--whitman county--wawawai",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--wawawai"
"united states--washington (state)--whitman county--rye",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--rye"
"united states--washington (state)--whitman county--rock lake city",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--rock%20lake%20city"
"united states--washington (state)--snoqualmie pass",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--snoqualmie%20pass"
"united states--washington (state)--asotin county--clarkston",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--asotin%20county--clarkston"
"united states--washington (state)--grant county--winchester",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--grant%20county--winchester"
"united states--washington (state)--san juan islands",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--san%20juan%20islands"
"united states--washington (state)--grant county--royal city",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--grant%20county--royal%20city"
"united states--washington (state)--skagit county--swinomish slough",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--skagit%20county--swinomish%20slough"
"united states--washington (state)--columbia national forest",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--columbia%20national%20forest"
"united states--washington (state)--columbia river basin",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--columbia%20river%20basin"
"united states--washington (terr.)--skagit county--deception pass",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--skagit%20county--deception%20pass"
"united states--washington (terr.)--whitman county--farmington",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whitman%20county--farmington"
"united states--washington (state)--whitman county--pine city",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--whitman%20county--pine%20city"
"united states--idaho--clearwater river",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--idaho--clearwater%20river"
"united states--washington (terr.)--western washington",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--western%20washington"
"united states--washington (state)--grant county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--grant%20county"
"united states--washington (state)--san juan county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--san%20juan%20county"
"united states--washington (state)--umatilla national forest",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--umatilla%20national%20forest"
"united states--washington (state)--stevens county--colville",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--stevens%20county--colville"
"united states--washington (terr.)--whitman county--wawawai",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--whitman%20county--wawawai"
"north and central america--mexico",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#north%20and%20central%20america--mexico"
"united states--oregon (terr.)",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--oregon%20(terr.)"
"united states--washington (terr.)--stevens county",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(terr.)--stevens%20county"
"united states--washington (state)--pend oreille county--kalispel reservation",1,"https://collectionbuilder.github.io/demo/wsu-maps/browse.html#united%20states--washington%20(state)--pend%20oreille%20county--kalispel%20reservation"
