location,count,link
"camden county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#camden%20county,%20north%20carolina,%20united%20states"
"macon county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#macon%20county,%20north%20carolina,%20united%20states"
"swain county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#swain%20county,%20north%20carolina,%20united%20states"
"cheoah lake, graham county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#cheoah%20lake,%20graham%20county,%20north%20carolina,%20united%20states"
"franklin, macon county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#franklin,%20macon%20county,%20north%20carolina,%20united%20states"
"franklin county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#franklin%20county,%20north%20carolina,%20united%20states"
"mcdowell county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#mcdowell%20county,%20north%20carolina,%20united%20states"
"sylva, jackson county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#sylva,%20jackson%20county,%20north%20carolina,%20united%20states"
"statesville, iredell county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#statesville,%20iredell%20county,%20north%20carolina,%20united%20states"
"madison county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#madison%20county,%20north%20carolina,%20united%20states"
"reidsville, rockingham county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#reidsville,%20rockingham%20county,%20north%20carolina,%20united%20states"
"andrews, cherokee county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#andrews,%20cherokee%20county,%20north%20carolina,%20united%20states"
"carteret county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#carteret%20county,%20north%20carolina,%20united%20states"
"saluda, polk county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#saluda,%20polk%20county,%20north%20carolina,%20united%20states"
"blowing rock, watauga county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#blowing%20rock,%20watauga%20county,%20north%20carolina,%20united%20states"
"murphy, cherokee county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#murphy,%20cherokee%20county,%20north%20carolina,%20united%20states"
"southern pines, moore county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#southern%20pines,%20moore%20county,%20north%20carolina,%20united%20states"
"robbinsville, graham county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#robbinsville,%20graham%20county,%20north%20carolina,%20united%20states"
"four oaks, johnston county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#four%20oaks,%20johnston%20county,%20north%20carolina,%20united%20states"
"duplin county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#duplin%20county,%20north%20carolina,%20united%20states"
"mount olive, wayne county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#mount%20olive,%20wayne%20county,%20north%20carolina,%20united%20states"
"wright brothers national memorial, dare county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#wright%20brothers%20national%20memorial,%20dare%20county,%20north%20carolina,%20united%20states"
"kittrell, vance county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#kittrell,%20vance%20county,%20north%20carolina,%20united%20states"
"mountain home, henderson county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#mountain%20home,%20henderson%20county,%20north%20carolina,%20united%20states"
"jamestown, guilford county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#jamestown,%20guilford%20county,%20north%20carolina,%20united%20states"
"davie county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#davie%20county,%20north%20carolina,%20united%20states"
"hatteras, dare county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#hatteras,%20dare%20county,%20north%20carolina,%20united%20states"
"moyock, currituck county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#moyock,%20currituck%20county,%20north%20carolina,%20united%20states"
"oregon inlet, dare county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#oregon%20inlet,%20dare%20county,%20north%20carolina,%20united%20states"
"lincoln heights, scotland county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#lincoln%20heights,%20scotland%20county,%20north%20carolina,%20united%20states"
"graham, alamance county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#graham,%20alamance%20county,%20north%20carolina,%20united%20states"
"mebane, alamance county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#mebane,%20alamance%20county,%20north%20carolina,%20united%20states"
"bryson city, swain county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#bryson%20city,%20swain%20county,%20north%20carolina,%20united%20states"
"elon, alamance county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#elon,%20alamance%20county,%20north%20carolina,%20united%20states"
"proctorville, robeson county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#proctorville,%20robeson%20county,%20north%20carolina,%20united%20states"
"neuse regional library (historical)",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#neuse%20regional%20library%20(historical)"
"battleboro, edgecombe county, north carolina, united states",1,"https://collectionbuilder.github.io/demo/libraryhistory/browse.html#battleboro,%20edgecombe%20county,%20north%20carolina,%20united%20states"
